variety_id,variety_slug,category,companion_name,relationship,reason
45,purple-beauty-bell-pepper,pepper,Carrots,beneficial,Different root depths prevent competition and carrots help break up soil
45,purple-beauty-bell-pepper,pepper,Chives,beneficial,Repels aphids and may help deter cutworms with sulfur compounds
45,purple-beauty-bell-pepper,pepper,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles
45,purple-beauty-bell-pepper,pepper,Fennel,harmful,Releases allelopathic compounds that inhibit pepper growth and development
45,purple-beauty-bell-pepper,pepper,Black Walnut,harmful,Produces juglone toxin that causes wilting and stunted growth in peppers
45,purple-beauty-bell-pepper,pepper,Brassicas,harmful,Compete for similar nutrients and may stunt pepper growth through root competition
86,cherokee-trail-of-tears,bean,Corn,beneficial,Provides natural trellis structure for climbing beans in Three Sisters method
86,cherokee-trail-of-tears,bean,Squash,beneficial,Ground cover that retains moisture and suppresses weeds in Three Sisters planting
86,cherokee-trail-of-tears,bean,Marigold,beneficial,Repels Mexican bean beetles and other harmful insects
86,cherokee-trail-of-tears,bean,Nasturtium,beneficial,"Trap crop for aphids and cucumber beetles, deters bean beetles"
86,cherokee-trail-of-tears,bean,Radish,beneficial,Loosens soil for bean roots and deters cucumber beetles
86,cherokee-trail-of-tears,bean,Carrots,beneficial,Different root depths prevent competition and carrots help loosen soil
86,cherokee-trail-of-tears,bean,Cucumber,beneficial,"Benefits from nitrogen fixed by beans, compatible growth habits"
86,cherokee-trail-of-tears,bean,Summer Savory,beneficial,Repels bean beetles and may improve bean flavor and growth
86,cherokee-trail-of-tears,bean,Onion,harmful,Inhibits bean growth and nitrogen fixation through root secretions
86,cherokee-trail-of-tears,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial soil bacteria
86,cherokee-trail-of-tears,bean,Fennel,harmful,Allelopathic compounds inhibit bean germination and growth
87,blue-lake-bush-274,bean,Marigold,beneficial,Repels Mexican bean beetles and aphids while attracting beneficial insects
87,blue-lake-bush-274,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, deters bean beetles"
87,blue-lake-bush-274,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor and growth"
87,blue-lake-bush-274,bean,Catnip,beneficial,Strong deterrent against Mexican bean beetles and aphids
87,blue-lake-bush-274,bean,Carrots,beneficial,"Beans fix nitrogen for carrots, carrots help loosen soil for bean roots"
87,blue-lake-bush-274,bean,Corn,beneficial,"Provides natural support structure, beans fix nitrogen for corn"
87,blue-lake-bush-274,bean,Radishes,beneficial,"Quick-growing companion that doesn't compete, helps break up soil"
87,blue-lake-bush-274,bean,Rosemary,beneficial,"Repels bean beetles and carrot flies, attracts beneficial pollinators"
87,blue-lake-bush-274,bean,Onions,harmful,May inhibit bean growth through root secretions and competition
87,blue-lake-bush-274,bean,Fennel,harmful,Allelopathic compounds inhibit growth of beans and most garden plants
87,blue-lake-bush-274,bean,Garlic,harmful,Can stunt bean growth through allelopathic effects and nutrient competition
88,kentucky-wonder-pole,bean,Corn,beneficial,"Provides natural support structure for beans to climb, classic Three Sisters companion"
88,kentucky-wonder-pole,bean,Squash,beneficial,"Large leaves provide ground cover and moisture retention, completes Three Sisters planting"
88,kentucky-wonder-pole,bean,Marigolds,beneficial,"Repel bean beetles, nematodes, and other harmful insects"
88,kentucky-wonder-pole,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, repel squash bugs"
88,kentucky-wonder-pole,bean,Carrots,beneficial,"Benefit from nitrogen fixed by beans, don't compete for space"
88,kentucky-wonder-pole,bean,Radishes,beneficial,"Break up soil for bean roots, mature quickly before beans need full space"
88,kentucky-wonder-pole,bean,Summer Savory,beneficial,"Repels bean beetles and aphids, may improve bean flavor"
88,kentucky-wonder-pole,bean,Lettuce,beneficial,"Grows well in partial shade of bean plants, benefits from nitrogen fixation"
88,kentucky-wonder-pole,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation by beneficial bacteria
88,kentucky-wonder-pole,bean,Garlic,harmful,Allelopathic compounds can stunt bean growth and reduce yields
88,kentucky-wonder-pole,bean,Sunflowers,harmful,"Compete for nutrients and space, can shade beans excessively"
89,provider-bush,bean,Marigold,beneficial,"Repels Mexican bean beetles, aphids, and other harmful insects"
89,provider-bush,bean,Nasturtium,beneficial,"Acts as trap crop for aphids and cucumber beetles, deters squash bugs"
89,provider-bush,bean,Carrots,beneficial,"Helps loosen soil for bean roots, beans provide nitrogen for carrot growth"
89,provider-bush,bean,Corn,beneficial,"Provides natural support structure for climbing varieties, classical Three Sisters companion"
89,provider-bush,bean,Summer Squash,beneficial,"Large leaves provide ground cover and moisture retention, completes Three Sisters planting"
89,provider-bush,bean,Cucumber,beneficial,"Benefits from nitrogen fixed by beans, similar water and soil requirements"
89,provider-bush,bean,Radishes,beneficial,"Quick harvest breaks up soil, doesn't compete for nutrients, repels cucumber beetles"
89,provider-bush,bean,Rosemary,beneficial,Repels Mexican bean beetles and carrot flies
89,provider-bush,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation capabilities
89,provider-bush,bean,Garlic,harmful,Stunts bean growth and interferes with beneficial root bacteria
89,provider-bush,bean,Sunflowers,harmful,Allelopathic compounds inhibit bean germination and growth
90,dragon-tongue,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
90,dragon-tongue,bean,Basil,beneficial,"Repels aphids, thrips, and spider mites that commonly attack beans"
90,dragon-tongue,bean,Corn,beneficial,Provides natural support structure for climbing beans and benefits from nitrogen fixation
90,dragon-tongue,bean,Summer Squash,beneficial,"Large leaves provide ground cover, retaining moisture and suppressing weeds"
90,dragon-tongue,bean,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles while attracting predatory insects
90,dragon-tongue,bean,Rosemary,beneficial,"Repels bean beetles, carrot flies, and other harmful insects with strong aromatic oils"
90,dragon-tongue,bean,Radish,beneficial,Breaks up compacted soil and deters bean root fly larvae
90,dragon-tongue,bean,Catnip,beneficial,"Repels aphids, ants, and flea beetles that damage bean plants"
90,dragon-tongue,bean,Onion,harmful,Inhibits bean growth and nitrogen fixation through root secretions
90,dragon-tongue,bean,Garlic,harmful,Stunts bean development and interferes with beneficial rhizobia bacteria
90,dragon-tongue,bean,Fennel,harmful,Releases allelopathic compounds that inhibit bean germination and growth
91,scarlet-runner-bean,bean,Corn,beneficial,Provides natural support structure for climbing beans while beans fix nitrogen for corn
91,scarlet-runner-bean,bean,Squash,beneficial,"Part of Three Sisters planting, large leaves shade soil and suppress weeds"
91,scarlet-runner-bean,bean,Marigolds,beneficial,Repel Mexican bean beetles and other harmful insects
91,scarlet-runner-bean,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, keep pests away from beans"
91,scarlet-runner-bean,bean,Carrots,beneficial,"Beans improve soil nitrogen while carrots break up soil, benefiting bean root development"
91,scarlet-runner-bean,bean,Radishes,beneficial,Help break up compacted soil and may deter bean root fly
91,scarlet-runner-bean,bean,Lettuce,beneficial,"Benefits from nitrogen fixed by beans, provides living mulch"
91,scarlet-runner-bean,bean,Summer Savory,beneficial,Repels bean beetles and may improve bean flavor and growth
91,scarlet-runner-bean,bean,Onions,harmful,Can inhibit bean growth and nitrogen fixation through root compounds
91,scarlet-runner-bean,bean,Sunflowers,harmful,Allelopathic compounds can stunt bean growth and compete for nutrients
91,scarlet-runner-bean,bean,Fennel,harmful,Produces allelopathic compounds that inhibit growth of beans and most garden plants
92,romano-italian-bush-bean,bean,Marigold,beneficial,"Repels bean beetles, aphids, and nematodes while attracting beneficial insects"
92,romano-italian-bush-bean,bean,Basil,beneficial,"Repels aphids, spider mites, and thrips while potentially improving bean flavor"
92,romano-italian-bush-bean,bean,Carrots,beneficial,Different root depths prevent competition and carrots help loosen soil for bean roots
92,romano-italian-bush-bean,bean,Lettuce,beneficial,"Provides living mulch, conserves soil moisture, and utilizes different soil nutrients"
92,romano-italian-bush-bean,bean,Radishes,beneficial,Quick-growing ground cover that deters cucumber beetles and improves soil structure
92,romano-italian-bush-bean,bean,Summer Savory,beneficial,Repels bean beetles and aphids while potentially enhancing bean growth and flavor
92,romano-italian-bush-bean,bean,Nasturtiums,beneficial,Acts as trap crop for aphids and cucumber beetles while attracting beneficial predatory insects
92,romano-italian-bush-bean,bean,Corn,beneficial,Provides natural support structure for climbing varieties and different nutrient requirements
92,romano-italian-bush-bean,bean,Onions,harmful,Inhibits bean growth through allelopathic compounds and competes for similar soil nutrients
92,romano-italian-bush-bean,bean,Garlic,harmful,Stunts bean growth through natural growth inhibitors released by roots
92,romano-italian-bush-bean,bean,Fennel,harmful,Produces allelopathic chemicals that inhibit germination and growth of beans
93,fortex-pole-bean,bean,Corn,beneficial,Provides natural trellis support while beans fix nitrogen in soil for corn
93,fortex-pole-bean,bean,Summer Squash,beneficial,"Large leaves provide ground cover and moisture retention, completes the Three Sisters planting"
93,fortex-pole-bean,bean,Carrots,beneficial,"Beans fix nitrogen that carrots need, while carrots don't compete for same soil space"
93,fortex-pole-bean,bean,Radishes,beneficial,Help break up soil for bean root development and mature quickly before beans need full space
93,fortex-pole-bean,bean,Marigolds,beneficial,Repel Mexican bean beetles and other harmful insects that attack beans
93,fortex-pole-bean,bean,Nasturtiums,beneficial,"Act as trap crop for aphids and cucumber beetles, protecting beans from pest damage"
93,fortex-pole-bean,bean,Catnip,beneficial,Deters flea beetles and other pests that commonly damage bean plants
93,fortex-pole-bean,bean,Rosemary,beneficial,Repels bean beetles and carrot flies while attracting beneficial pollinators
93,fortex-pole-bean,bean,Onions,harmful,Can stunt bean growth and reduce yields through allelopathic compounds
93,fortex-pole-bean,bean,Garlic,harmful,Inhibits bean growth and nitrogen fixation through root secretions
93,fortex-pole-bean,bean,Sunflowers,harmful,"Compete heavily for nutrients and can shade beans, reducing photosynthesis and pod production"
94,henderson-bush-lima,bean,Marigold,beneficial,Repels Mexican bean beetles and aphids while attracting beneficial insects
94,henderson-bush-lima,bean,Basil,beneficial,"Repels aphids, spider mites, and thrips that commonly attack lima beans"
94,henderson-bush-lima,bean,Summer Savory,beneficial,Deters Mexican bean beetles and may improve bean flavor and growth
94,henderson-bush-lima,bean,Corn,beneficial,Provides natural support structure and benefits from nitrogen fixation by beans
94,henderson-bush-lima,bean,Carrots,beneficial,Helps break up soil for bean roots and doesn't compete for nutrients
94,henderson-bush-lima,bean,Radishes,beneficial,Breaks up compacted soil and deters cucumber beetles that may affect beans
94,henderson-bush-lima,bean,Nasturtium,beneficial,Acts as trap crop for aphids and cucumber beetles while attracting predatory insects
94,henderson-bush-lima,bean,Rosemary,beneficial,Repels Mexican bean beetles and other bean pests with strong aromatic oils
94,henderson-bush-lima,bean,Onions,harmful,May inhibit bean growth and nitrogen fixation through allelopathic compounds
94,henderson-bush-lima,bean,Sunflowers,harmful,"Competes heavily for nutrients and water, may shade out bush lima beans"
94,henderson-bush-lima,bean,Fennel,harmful,Produces allelopathic chemicals that inhibit growth of legumes including lima beans
95,cherokee-purple-pod-bean,bean,Corn,beneficial,Provides natural trellis for climbing beans while beans fix nitrogen for corn
95,cherokee-purple-pod-bean,bean,Squash,beneficial,"Completes the Three Sisters planting, ground cover reduces weeds and retains moisture"
95,cherokee-purple-pod-bean,bean,Carrots,beneficial,Beans loosen soil for carrot growth while carrots don't compete for nutrients
95,cherokee-purple-pod-bean,bean,Radishes,beneficial,Break up soil for bean roots and mature quickly before beans need full space
95,cherokee-purple-pod-bean,bean,Marigolds,beneficial,Repel Mexican bean beetles and other harmful insects
95,cherokee-purple-pod-bean,bean,Nasturtiums,beneficial,Act as trap crop for aphids and cucumber beetles
95,cherokee-purple-pod-bean,bean,Catnip,beneficial,Deters flea beetles and ants that can damage bean plants
